model,subset,emotion,precision_context,recall_context,f1_context,precision_nocontext,recall_nocontext,f1_nocontext,precision_delta,recall_delta,f1_delta,f1_pct_change,precision_pct_change,recall_pct_change
phi4-mini_latest,full,Disgust,0.0,0.0,0.0,0.05405405405405406,0.5,0.0975609756097561,-0.05405405405405406,-0.5,-0.0975609756097561,-100.0,-100.0,-100.0
phi4-mini_latest,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4-mini_latest,full,Happiness,0.08333333333333333,0.038461538461538464,0.05263157894736842,0.15,0.057692307692307696,0.08333333333333333,-0.06666666666666667,-0.019230769230769232,-0.03070175438596491,-36.84210526315789,-44.44444444444445,-33.33333333333333
phi4-mini_latest,full,Neutral,0.8930817610062893,0.8541353383458646,0.8731744811683321,0.9158512720156555,0.7037593984962406,0.7959183673469388,-0.022769511009366195,0.15037593984962405,0.0772561138213933,9.706537377559671,-2.486158146535497,21.367521367521366
phi4-mini_latest,full,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4-mini_latest,full,Surprise,0.03571428571428571,0.07142857142857142,0.047619047619047616,0.03888888888888889,0.5,0.07216494845360824,-0.003174603174603177,-0.4285714285714286,-0.024545900834560624,-34.01360544217687,-8.163265306122454,-85.71428571428572
phi4-mini_latest,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4-mini_latest,test,Disgust,0.0,0.0,0.0,0.1111111111111111,1.0,0.2,-0.1111111111111111,-1.0,-0.2,-100.0,-100.0,-100.0
phi4-mini_latest,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4-mini_latest,test,Happiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4-mini_latest,test,Neutral,0.8925619834710744,0.8120300751879699,0.8503937007874016,0.9183673469387755,0.6766917293233082,0.7792207792207793,-0.025805363467701126,0.13533834586466165,0.07117292156662236,9.133858267716535,-2.8099173553719003,20.0
phi4-mini_latest,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4-mini_latest,test,Surprise,0.14285714285714285,0.25,0.18181818181818182,0.05405405405405406,0.5,0.0975609756097561,0.08880308880308879,-0.25,0.08425720620842572,86.36363636363636,164.28571428571425,-50.0
phi4_14b,full,Anger,0.15625,0.20833333333333334,0.17857142857142858,0.125,0.125,0.125,0.03125,0.08333333333333334,0.053571428571428575,42.85714285714286,25.0,66.66666666666667
phi4_14b,full,Disgust,0.0,0.0,0.0,0.034482758620689655,0.25,0.06060606060606061,-0.034482758620689655,-0.25,-0.06060606060606061,-100.0,-100.0,-100.0
phi4_14b,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4_14b,full,Happiness,0.16666666666666666,0.22641509433962265,0.192,0.375,0.22641509433962265,0.2823529411764706,-0.20833333333333334,0.0,-0.09035294117647058,-31.999999999999996,-55.55555555555556,0.0
phi4_14b,full,Neutral,0.9428571428571428,0.5945945945945946,0.7292817679558011,0.9117647058823529,0.8843843843843844,0.8978658536585366,0.031092436974789917,-0.28978978978978975,-0.16858408570273542,-18.77608832274948,3.410138248847926,-32.76740237691001
phi4_14b,full,Sadness,0.0,0.0,0.0,0.125,0.2,0.15384615384615385,-0.125,-0.2,-0.15384615384615385,-100.0,-100.0,-100.0
phi4_14b,full,Surprise,0.03015075376884422,0.42857142857142855,0.056338028169014086,0.10526315789473684,0.14285714285714285,0.12121212121212122,-0.07511240412589262,0.2857142857142857,-0.06487409304310712,-53.52112676056338,-71.356783919598,200.0
phi4_14b,test,Anger,0.2,0.25,0.2222222222222222,0.0,0.0,0.0,0.2,0.25,0.2222222222222222,,,
phi4_14b,test,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4_14b,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4_14b,test,Happiness,0.17647058823529413,0.2727272727272727,0.21428571428571427,0.25,0.18181818181818182,0.21052631578947367,-0.07352941176470587,0.09090909090909088,0.0037593984962406013,1.7857142857142856,-29.411764705882348,49.999999999999986
phi4_14b,test,Neutral,0.95,0.5714285714285714,0.7136150234741784,0.8863636363636364,0.8796992481203008,0.8830188679245283,0.0636363636363636,-0.30827067669172936,-0.16940384445034995,-19.18462340997553,7.179487179487176,-35.042735042735046
phi4_14b,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4_14b,test,Surprise,0.023809523809523808,0.25,0.043478260869565216,0.25,0.25,0.25,-0.2261904761904762,0.0,-0.20652173913043478,-82.6086956521739,-90.47619047619048,0.0
qwen3_14b,full,Anger,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.13333333333333333,,,
qwen3_14b,full,Disgust,0.03508771929824561,0.5,0.06557377049180328,0.10714285714285714,0.75,0.1875,-0.07205513784461152,-0.25,-0.12192622950819672,-65.02732240437157,-67.2514619883041,-33.33333333333333
qwen3_14b,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_14b,full,Happiness,0.24444444444444444,0.20754716981132076,0.22448979591836735,0.32,0.1509433962264151,0.20512820512820512,-0.07555555555555557,0.056603773584905676,0.019361590790162225,9.438775510204085,-23.611111111111114,37.500000000000014
qwen3_14b,full,Neutral,0.9201277955271565,0.8648648648648649,0.891640866873065,0.9040114613180515,0.9474474474474475,0.9252199413489736,0.016116334209104966,-0.08258258258258255,-0.03357907447590858,-3.6293072571425755,1.7827577302623243,-8.71632329635499
qwen3_14b,full,Sadness,0.07142857142857142,0.2,0.10526315789473684,0.09090909090909091,0.2,0.125,-0.019480519480519487,0.0,-0.019736842105263164,-15.789473684210531,-21.428571428571434,0.0
qwen3_14b,full,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_14b,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_14b,test,Disgust,0.125,1.0,0.2222222222222222,0.5,1.0,0.6666666666666666,-0.375,0.0,-0.4444444444444444,-66.66666666666666,-75.0,0.0
qwen3_14b,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_14b,test,Happiness,0.23076923076923078,0.2727272727272727,0.25,0.4,0.18181818181818182,0.25,-0.16923076923076924,0.09090909090909088,0.0,0.0,-42.30769230769231,49.999999999999986
qwen3_14b,test,Neutral,0.9256198347107438,0.8421052631578947,0.8818897637795275,0.8865248226950354,0.9398496240601504,0.9124087591240876,0.03909501201570842,-0.09774436090225569,-0.03051899534456004,-3.3448818897637804,4.40991735537191,-10.400000000000006
qwen3_14b,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_14b,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_30b,full,Anger,0.2,0.041666666666666664,0.06896551724137931,0.25,0.041666666666666664,0.07142857142857142,-0.04999999999999999,0.0,-0.0024630541871921152,-3.4482758620689613,-19.999999999999996,0.0
qwen3_30b,full,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_30b,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_30b,full,Happiness,0.17391304347826086,0.1509433962264151,0.16161616161616163,0.5,0.09433962264150944,0.15873015873015872,-0.32608695652173914,0.05660377358490565,0.0028860028860029086,1.8181818181818323,-65.21739130434783,59.999999999999986
qwen3_30b,full,Neutral,0.8798842257597684,0.9129129129129129,0.8960943257184967,0.8856749311294766,0.9654654654654654,0.9238505747126436,-0.00579070536970816,-0.052552552552552534,-0.02775624899414697,-3.0044089113415695,-0.6538183667819788,-5.443234836702953
qwen3_30b,full,Sadness,0.5,0.2,0.2857142857142857,0.125,0.2,0.15384615384615385,0.375,0.0,0.13186813186813184,85.7142857142857,300.0,0.0
qwen3_30b,full,Surprise,0.0,0.0,0.0,0.25,0.14285714285714285,0.18181818181818182,-0.25,-0.14285714285714285,-0.18181818181818182,-100.0,-100.0,-100.0
qwen3_30b,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_30b,test,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_30b,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_30b,test,Happiness,0.2,0.18181818181818182,0.19047619047619047,0.3333333333333333,0.09090909090909091,0.14285714285714285,-0.1333333333333333,0.09090909090909091,0.047619047619047616,33.33333333333333,-39.99999999999999,100.0
qwen3_30b,test,Neutral,0.8740740740740741,0.8872180451127819,0.8805970149253731,0.8827586206896552,0.9624060150375939,0.920863309352518,-0.008684546615581046,-0.07518796992481203,-0.04026629442714491,-4.372667910447768,-0.9837962962962904,-7.8125
qwen3_30b,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
qwen3_30b,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
